Year,Week,TEM,TMAX,Tm,SLP,H,PP,VV,V,VM,Population,VEG
2010,47,25.5,29.3714,23.2714,1007.685714,89.2857,34.8,17.0857,2.6857,6.8286,2553000,0.607667
